District,State,Reference_Year,Population,Rural_Percent,Urban_Percent,Literacy_Percent,Poverty_Percent,Population_Density_per_sq_km,Dataset_Status
M_District_15,Manipur,2021,3210419,74.45,25.55,66.3,30.55,663.79,Synthetic data for visualization practice
M_District_16,Manipur,2011,858058,52.67,47.33,68.06,15.04,343.56,Synthetic data for visualization practice
M_District_16,Manipur,2016,934808,60.5,39.5,69.94,25.45,508.98,Synthetic data for visualization practice
M_District_16,Manipur,2021,986834,38.65,61.35,69.94,15.8,544.09,Synthetic data for visualization practice
M_District_17,Manipur,2011,1635424,85.35,14.65,74.6,29.89,811.59,Synthetic data for visualization practice
M_District_17,Manipur,2016,1773692,79.93,20.07,62.26,20.75,730.47,Synthetic data for visualization practice
M_District_17,Manipur,2021,1906379,45.08,54.92,88.85,20.61,1403.91,Synthetic data for visualization practice
M_District_18,Manipur,2011,2447842,90.0,10.0,89.15,40.87,597.64,Synthetic data for visualization practice
M_District_18,Manipur,2016,2627251,50.07,49.93,74.05,24.36,973.05,Synthetic data for visualization practice
M_District_18,Manipur,2021,2721771,66.28,33.72,67.81,10.98,589.16,Synthetic data for visualization practice
M_District_19,Manipur,2011,962399,52.86,47.14,68.65,30.88,204.31,Synthetic data for visualization practice
M_District_19,Manipur,2016,1048959,58.09,41.91,71.2,23.27,341.87,Synthetic data for visualization practice
M_District_19,Manipur,2021,1099806,67.74,32.26,80.92,11.18,845.46,Synthetic data for visualization practice
M_District_20,Manipur,2011,264382,75.77,24.23,73.99,15.8,191.34,Synthetic data for visualization practice
M_District_20,Manipur,2016,276496,43.73,56.27,80.42,30.1,104.16,Synthetic data for visualization practice
M_District_20,Manipur,2021,288262,64.76,35.24,61.38,21.33,61.56,Synthetic data for visualization practice
M_District_21,Manipur,2011,1319637,56.97,43.03,77.73,34.64,728.29,Synthetic data for visualization practice
M_District_21,Manipur,2016,1430676,51.87,48.13,74.62,22.78,801.22,Synthetic data for visualization practice
M_District_21,Manipur,2021,1496579,60.95,39.05,65.32,20.85,1865.93,Synthetic data for visualization practice
M_District_22,Manipur,2011,1970381,50.81,49.19,60.53,23.22,457.3,Synthetic data for visualization practice
M_District_22,Manipur,2016,2102985,53.25,46.75,83.96,24.64,698.1,Synthetic data for visualization practice
M_District_22,Manipur,2021,2291128,15.0,85.0,71.31,13.38,927.47,Synthetic data for visualization practice
M_District_23,Manipur,2011,1543510,83.39,16.61,59.33,13.33,516.34,Synthetic data for visualization practice
M_District_23,Manipur,2016,1618334,59.61,40.39,70.99,20.86,350.91,Synthetic data for visualization practice
M_District_23,Manipur,2021,1726795,64.62,35.38,86.53,20.38,376.74,Synthetic data for visualization practice
M_District_24,Manipur,2011,2103696,77.05,22.95,78.21,6.81,2234.68,Synthetic data for visualization practice
M_District_24,Manipur,2016,2262451,58.45,41.55,71.7,26.12,1007.38,Synthetic data for visualization practice
M_District_24,Manipur,2021,2504699,66.58,33.42,72.7,31.16,1720.3,Synthetic data for visualization practice
M_District_25,Manipur,2011,1798466,64.03,35.97,56.56,19.92,977.3,Synthetic data for visualization practice
M_District_25,Manipur,2016,1908773,72.79,27.21,78.85,21.51,655.88,Synthetic data for visualization practice
M_District_25,Manipur,2021,2026596,57.2,42.8,79.15,21.64,3727.03,Synthetic data for visualization practice
M_District_26,Manipur,2011,1302182,65.68,34.32,83.1,40.63,681.26,Synthetic data for visualization practice
M_District_26,Manipur,2016,1359652,62.68,37.32,76.22,26.91,908.02,Synthetic data for visualization practice
M_District_26,Manipur,2021,1514092,77.71,22.29,88.65,26.54,363.34,Synthetic data for visualization practice
M_District_27,Manipur,2011,222208,65.47,34.53,77.7,27.77,63.39,Synthetic data for visualization practice
M_District_27,Manipur,2016,235118,66.8,33.2,62.78,28.66,55.25,Synthetic data for visualization practice
M_District_27,Manipur,2021,256020,77.49,22.51,63.74,21.76,111.8,Synthetic data for visualization practice
M_District_28,Manipur,2011,1988641,79.61,20.39,71.11,31.37,628.48,Synthetic data for visualization practice
M_District_28,Manipur,2016,2134696,56.95,43.05,78.6,15.26,546.38,Synthetic data for visualization practice
M_District_28,Manipur,2021,2287763,47.5,52.5,79.68,26.19,832.13,Synthetic data for visualization practice
M_District_29,Manipur,2011,1025954,63.3,36.7,78.39,34.81,259.72,Synthetic data for visualization practice
M_District_29,Manipur,2016,1079955,81.53,18.47,73.23,29.15,1575.43,Synthetic data for visualization practice
M_District_29,Manipur,2021,1115665,38.55,61.45,72.57,16.82,610.29,Synthetic data for visualization practice
M_District_30,Manipur,2011,2008940,20.6,79.4,61.56,28.26,1622.9,Synthetic data for visualization practice
M_District_30,Manipur,2016,2123630,63.22,36.78,64.1,27.78,1324.48,Synthetic data for visualization practice
M_District_30,Manipur,2021,2212186,53.63,46.37,95.04,15.93,549.76,Synthetic data for visualization practice
M_District_01,Meghalaya,2011,1689875,31.09,68.91,66.59,28.08,739.96,Synthetic data for visualization practice
M_District_01,Meghalaya,2016,1837439,68.66,31.34,64.74,21.29,593.17,Synthetic data for visualization practice
M_District_01,Meghalaya,2021,1927699,58.44,41.56,79.16,12.84,4098.83,Synthetic data for visualization practice
M_District_02,Meghalaya,2011,2197267,51.31,48.69,85.34,19.43,1538.14,Synthetic data for visualization practice
M_District_02,Meghalaya,2016,2307455,30.84,69.16,60.34,27.37,628.35,Synthetic data for visualization practice
M_District_02,Meghalaya,2021,2387409,55.39,44.61,67.22,23.82,579.15,Synthetic data for visualization practice
M_District_03,Meghalaya,2011,339598,49.2,50.8,67.45,27.52,193.82,Synthetic data for visualization practice
M_District_03,Meghalaya,2016,364192,58.81,41.19,56.3,19.27,345.73,Synthetic data for visualization practice
M_District_03,Meghalaya,2021,374718,62.51,37.49,78.48,15.81,256.08,Synthetic data for visualization practice
M_District_04,Meghalaya,2011,1822800,31.84,68.16,67.71,32.78,892.78,Synthetic data for visualization practice
M_District_04,Meghalaya,2016,1946790,46.12,53.88,90.05,17.7,562.45,Synthetic data for visualization practice
M_District_04,Meghalaya,2021,2045953,55.14,44.86,74.43,14.91,648.2,Synthetic data for visualization practice
M_District_05,Meghalaya,2011,298927,50.08,49.92,74.19,20.3,61.97,Synthetic data for visualization practice
M_District_05,Meghalaya,2016,311440,55.13,44.87,67.88,17.87,93.05,Synthetic data for visualization practice
M_District_05,Meghalaya,2021,355102,44.73,55.27,73.14,23.47,77.93,Synthetic data for visualization practice
M_District_06,Meghalaya,2011,1734592,41.13,58.87,59.71,22.26,2802.53,Synthetic data for visualization practice
M_District_06,Meghalaya,2016,1830297,37.09,62.91,68.37,13.01,693.01,Synthetic data for visualization practice
M_District_06,Meghalaya,2021,2034307,57.25,42.75,69.28,5.7,875.16,Synthetic data for visualization practice
M_District_07,Meghalaya,2011,1127231,64.3,35.7,74.92,32.1,475.14,Synthetic data for visualization practice
M_District_07,Meghalaya,2016,1205206,70.57,29.43,73.5,20.02,451.24,Synthetic data for visualization practice
M_District_07,Meghalaya,2021,1276338,52.14,47.86,65.83,32.61,283.54,Synthetic data for visualization practice
M_District_08,Meghalaya,2011,1747644,65.14,34.86,79.92,26.4,370.48,Synthetic data for visualization practice
M_District_08,Meghalaya,2016,1891386,63.32,36.68,65.42,36.48,521.04,Synthetic data for visualization practice
M_District_08,Meghalaya,2021,2029078,34.95,65.05,71.12,17.43,450.5,Synthetic data for visualization practice
M_District_09,Meghalaya,2011,2609351,54.56,45.44,84.54,11.5,1387.95,Synthetic data for visualization practice
M_District_09,Meghalaya,2016,2723645,56.16,43.84,73.36,30.18,572.33,Synthetic data for visualization practice
M_District_09,Meghalaya,2021,2951643,45.36,54.64,68.87,32.72,3301.76,Synthetic data for visualization practice
M_District_10,Meghalaya,2011,2781210,34.51,65.49,84.62,17.08,5552.67,Synthetic data for visualization practice
M_District_10,Meghalaya,2016,2908386,51.06,48.94,79.8,24.02,1822.79,Synthetic data for visualization practice
M_District_10,Meghalaya,2021,3079699,50.08,49.92,73.32,14.07,1728.43,Synthetic data for visualization practice
M_District_11,Meghalaya,2011,2890004,65.89,34.11,71.01,31.18,656.32,Synthetic data for visualization practice
M_District_11,Meghalaya,2016,3079068,66.54,33.46,83.74,14.23,984.18,Synthetic data for visualization practice
M_District_11,Meghalaya,2021,3262559,53.01,46.99,68.79,20.41,1746.52,Synthetic data for visualization practice
M_District_12,Meghalaya,2011,1383664,40.39,59.61,78.03,26.42,784.82,Synthetic data for visualization practice
M_District_12,Meghalaya,2016,1451137,74.9,25.1,71.56,13.94,334.67,Synthetic data for visualization practice
M_District_12,Meghalaya,2021,1572986,41.71,58.29,72.35,30.72,936.18,Synthetic data for visualization practice
M_District_13,Meghalaya,2011,2220926,40.32,59.68,60.56,8.18,1626.76,Synthetic data for visualization practice
M_District_13,Meghalaya,2016,2318023,60.0,40.0,77.21,23.29,800.62,Synthetic data for visualization practice
M_District_13,Meghalaya,2021,2606465,57.07,42.93,65.16,15.21,671.8,Synthetic data for visualization practice
M_District_14,Meghalaya,2011,2991275,61.44,38.56,81.91,24.75,652.9,Synthetic data for visualization practice
M_District_14,Meghalaya,2016,3225502,43.47,56.53,59.9,16.16,1937.98,Synthetic data for visualization practice
M_District_14,Meghalaya,2021,3448477,82.87,17.13,76.35,37.27,1177.54,Synthetic data for visualization practice
M_District_15,Meghalaya,2011,2492045,38.88,61.12,67.96,21.91,616.62,Synthetic data for visualization practice
M_District_15,Meghalaya,2016,2698524,61.25,38.75,62.95,9.73,3763.43,Synthetic data for visualization practice
M_District_15,Meghalaya,2021,2840558,40.14,59.86,69.95,26.8,1220.01,Synthetic data for visualization practice
M_District_16,Meghalaya,2011,1838171,35.44,64.56,66.82,27.25,420.4,Synthetic data for visualization practice
M_District_16,Meghalaya,2016,1999620,73.02,26.98,87.56,18.13,790.55,Synthetic data for visualization practice
M_District_16,Meghalaya,2021,2121060,70.3,29.7,78.38,6.18,716.5,Synthetic data for visualization practice
M_District_17,Meghalaya,2011,2922647,68.19,31.81,90.62,19.94,626.93,Synthetic data for visualization practice
M_District_17,Meghalaya,2016,3172690,58.12,41.88,71.77,20.03,895.55,Synthetic data for visualization practice
M_District_17,Meghalaya,2021,3198901,61.93,38.07,75.85,21.59,860.19,Synthetic data for visualization practice
M_District_18,Meghalaya,2011,2888809,35.73,64.27,77.57,28.05,3983.45,Synthetic data for visualization practice
M_District_18,Meghalaya,2016,3079317,86.82,13.18,71.28,12.24,1532.75,Synthetic data for visualization practice
M_District_18,Meghalaya,2021,3357527,26.19,73.81,76.68,14.67,838.1,Synthetic data for visualization practice
M_District_19,Meghalaya,2011,1662915,57.75,42.25,48.7,25.06,720.48,Synthetic data for visualization practice
M_District_19,Meghalaya,2016,1794773,60.93,39.07,78.81,16.32,493.12,Synthetic data for visualization practice
M_District_19,Meghalaya,2021,1846317,49.59,50.41,84.04,20.77,441.37,Synthetic data for visualization practice
M_District_20,Meghalaya,2011,365764,69.48,30.52,70.49,20.23,474.75,Synthetic data for visualization practice
M_District_20,Meghalaya,2016,387167,21.47,78.53,64.32,23.94,379.01,Synthetic data for visualization practice
M_District_20,Meghalaya,2021,410662,70.24,29.76,73.47,25.11,87.91,Synthetic data for visualization practice
M_District_21,Meghalaya,2011,2415614,68.61,31.39,82.26,27.77,515.74,Synthetic data for visualization practice
M_District_21,Meghalaya,2016,2589986,54.78,45.22,63.39,32.26,841.75,Synthetic data for visualization practice
M_District_21,Meghalaya,2021,2775875,54.31,45.69,74.24,29.21,2931.27,Synthetic data for visualization practice
M_District_22,Meghalaya,2011,412198,55.57,44.43,49.22,23.27,432.99,Synthetic data for visualization practice
M_District_22,Meghalaya,2016,435719,45.66,54.34,73.45,27.21,123.15,Synthetic data for visualization practice
M_District_22,Meghalaya,2021,455929,59.12,40.88,66.55,23.13,205.68,Synthetic data for visualization practice
M_District_23,Meghalaya,2011,1184548,58.41,41.59,66.41,14.5,2629.51,Synthetic data for visualization practice
M_District_23,Meghalaya,2016,1275279,67.01,32.99,77.33,15.88,323.83,Synthetic data for visualization practice
M_District_23,Meghalaya,2021,1306845,30.94,69.06,66.62,21.6,448.0,Synthetic data for visualization practice
M_District_24,Meghalaya,2011,2786990,68.62,31.38,63.17,18.99,3552.67,Synthetic data for visualization practice
M_District_24,Meghalaya,2016,2916002,48.22,51.78,62.36,20.44,664.42,Synthetic data for visualization practice
M_District_24,Meghalaya,2021,3054882,41.7,58.3,74.3,11.56,6020.24,Synthetic data for visualization practice
M_District_25,Meghalaya,2011,446481,90.0,10.0,78.33,13.9,163.59,Synthetic data for visualization practice
M_District_25,Meghalaya,2016,467759,47.21,52.79,76.23,5.0,113.34,Synthetic data for visualization practice
M_District_25,Meghalaya,2021,503682,53.35,46.65,85.19,11.91,147.44,Synthetic data for visualization practice
M_District_26,Meghalaya,2011,180054,57.56,42.44,57.47,32.8,106.29,Synthetic data for visualization practice
M_District_26,Meghalaya,2016,192621,50.34,49.66,68.56,12.48,395.42,Synthetic data for visualization practice
M_District_26,Meghalaya,2021,208562,65.06,34.94,76.66,35.01,62.31,Synthetic data for visualization practice
M_District_27,Meghalaya,2011,2036995,87.9,12.1,77.96,16.46,1430.14,Synthetic data for visualization practice
M_District_27,Meghalaya,2016,2211556,34.73,65.27,65.22,20.94,521.96,Synthetic data for visualization practice
M_District_27,Meghalaya,2021,2319789,65.68,34.32,59.64,24.34,549.06,Synthetic data for visualization practice
M_District_28,Meghalaya,2011,713706,53.87,46.13,65.99,28.65,144.47,Synthetic data for visualization practice
M_District_28,Meghalaya,2016,767103,55.38,44.62,82.13,17.34,427.03,Synthetic data for visualization practice
M_District_28,Meghalaya,2021,829896,61.56,38.44,68.19,15.1,271.92,Synthetic data for visualization practice
M_District_29,Meghalaya,2011,287985,39.79,60.21,80.07,20.67,89.77,Synthetic data for visualization practice
M_District_29,Meghalaya,2016,310075,54.98,45.02,73.41,33.1,160.87,Synthetic data for visualization practice
M_District_29,Meghalaya,2021,322511,45.57,54.43,63.12,28.09,126.1,Synthetic data for visualization practice
M_District_30,Meghalaya,2011,979323,55.2,44.8,78.55,27.96,250.69,Synthetic data for visualization practice
M_District_30,Meghalaya,2016,1064834,56.47,43.53,64.91,16.51,226.81,Synthetic data for visualization practice
M_District_30,Meghalaya,2021,1170241,57.14,42.86,71.63,28.1,310.13,Synthetic data for visualization practice
M_District_01,Mizoram,2011,2493077,43.64,56.36,59.11,29.45,1712.43,Synthetic data for visualization practice
M_District_01,Mizoram,2016,2704414,62.27,37.73,54.03,24.92,1533.41,Synthetic data for visualization practice
M_District_01,Mizoram,2021,2819793,76.44,23.56,80.19,17.3,766.26,Synthetic data for visualization practice
M_District_02,Mizoram,2011,385453,43.11,56.89,85.28,8.36,710.3,Synthetic data for visualization practice
M_District_02,Mizoram,2016,406568,51.9,48.1,63.67,5.51,119.27,Synthetic data for visualization practice
M_District_02,Mizoram,2021,420104,71.68,28.32,64.95,25.62,99.23,Synthetic data for visualization practice
M_District_03,Mizoram,2011,789576,86.43,13.57,70.73,5.0,925.07,Synthetic data for visualization practice
M_District_03,Mizoram,2016,824578,45.16,54.84,68.72,16.7,469.41,Synthetic data for visualization practice
M_District_03,Mizoram,2021,882147,67.33,32.67,82.81,19.96,895.25,Synthetic data for visualization practice
M_District_04,Mizoram,2011,758500,56.07,43.93,74.07,20.24,210.34,Synthetic data for visualization practice
M_District_04,Mizoram,2016,805561,39.19,60.81,82.74,20.34,521.17,Synthetic data for visualization practice
M_District_04,Mizoram,2021,888318,84.56,15.44,82.58,23.82,246.03,Synthetic data for visualization practice
M_District_05,Mizoram,2011,807054,57.15,42.85,66.7,28.66,181.68,Synthetic data for visualization practice
M_District_05,Mizoram,2016,869139,40.37,59.63,81.0,26.01,419.59,Synthetic data for visualization practice
M_District_05,Mizoram,2021,947290,53.73,46.27,70.51,36.26,209.71,Synthetic data for visualization practice
M_District_06,Mizoram,2011,2165106,49.28,50.72,55.24,12.18,760.54,Synthetic data for visualization practice
M_District_06,Mizoram,2016,2341951,61.14,38.86,82.31,25.13,895.63,Synthetic data for visualization practice
M_District_06,Mizoram,2021,2549139,57.54,42.46,66.82,25.78,1569.69,Synthetic data for visualization practice
M_District_07,Mizoram,2011,2114567,76.2,23.8,84.43,23.51,545.87,Synthetic data for visualization practice
M_District_07,Mizoram,2016,2224994,80.79,19.21,81.33,28.02,836.32,Synthetic data for visualization practice
M_District_07,Mizoram,2021,2497725,53.09,46.91,78.15,18.39,743.39,Synthetic data for visualization practice
M_District_08,Mizoram,2011,1052503,43.4,56.6,66.83,23.55,248.31,Synthetic data for visualization practice
M_District_08,Mizoram,2016,1147327,71.13,28.87,72.57,33.96,301.29,Synthetic data for visualization practice
M_District_08,Mizoram,2021,1182760,87.28,12.72,76.11,28.66,358.87,Synthetic data for visualization practice
M_District_09,Mizoram,2011,2299766,54.26,45.74,77.0,25.36,477.7,Synthetic data for visualization practice
M_District_09,Mizoram,2016,2484730,32.67,67.33,86.8,12.23,542.07,Synthetic data for visualization practice
M_District_09,Mizoram,2021,2726961,61.26,38.74,58.99,16.03,1856.66,Synthetic data for visualization practice
M_District_10,Mizoram,2011,1276832,72.75,27.25,61.0,29.97,416.41,Synthetic data for visualization practice
M_District_10,Mizoram,2016,1331921,25.26,74.74,62.36,17.24,361.13,Synthetic data for visualization practice
M_District_10,Mizoram,2021,1491084,39.9,60.1,73.33,11.64,2664.95,Synthetic data for visualization practice
M_District_11,Mizoram,2011,2017943,60.63,39.37,87.75,39.58,473.15,Synthetic data for visualization practice
M_District_11,Mizoram,2016,2174474,62.73,37.27,82.52,5.0,4361.34,Synthetic data for visualization practice
M_District_11,Mizoram,2021,2302926,26.14,73.86,59.97,17.46,1459.01,Synthetic data for visualization practice
M_District_12,Mizoram,2011,2095014,60.32,39.68,80.53,22.21,1114.95,Synthetic data for visualization practice
M_District_12,Mizoram,2016,2236560,65.43,34.57,81.29,20.82,744.06,Synthetic data for visualization practice
M_District_12,Mizoram,2021,2419214,62.17,37.83,83.09,16.57,505.83,Synthetic data for visualization practice
M_District_13,Mizoram,2011,2603449,48.25,51.75,83.29,11.03,685.44,Synthetic data for visualization practice
M_District_13,Mizoram,2016,2739942,68.0,32.0,71.02,24.17,1209.81,Synthetic data for visualization practice
M_District_13,Mizoram,2021,2974609,49.79,50.21,66.84,36.51,769.74,Synthetic data for visualization practice
M_District_14,Mizoram,2011,1415811,32.65,67.35,88.79,17.58,545.89,Synthetic data for visualization practice
M_District_14,Mizoram,2016,1493594,57.14,42.86,73.53,39.73,477.25,Synthetic data for visualization practice
M_District_14,Mizoram,2021,1540226,51.02,48.98,70.08,23.19,527.01,Synthetic data for visualization practice
M_District_15,Mizoram,2011,696998,35.3,64.7,75.43,27.73,150.27,Synthetic data for visualization practice
M_District_15,Mizoram,2016,761279,75.03,24.97,79.6,28.65,231.45,Synthetic data for visualization practice
M_District_15,Mizoram,2021,807379,78.56,21.44,79.27,17.44,245.33,Synthetic data for visualization practice
M_District_16,Mizoram,2011,1306431,67.57,32.43,71.3,17.47,410.45,Synthetic data for visualization practice
M_District_16,Mizoram,2016,1380563,40.88,59.12,60.06,14.45,660.45,Synthetic data for visualization practice
M_District_16,Mizoram,2021,1556005,53.89,46.11,76.47,21.92,1113.92,Synthetic data for visualization practice
M_District_17,Mizoram,2011,405282,60.32,39.68,64.3,20.2,101.13,Synthetic data for visualization practice
M_District_17,Mizoram,2016,425004,59.65,40.35,68.93,10.36,111.77,Synthetic data for visualization practice
M_District_17,Mizoram,2021,468098,61.85,38.15,68.2,9.5,138.56,Synthetic data for visualization practice
M_District_18,Mizoram,2011,2989710,65.64,34.36,80.15,28.12,724.04,Synthetic data for visualization practice
M_District_18,Mizoram,2016,3146655,60.85,39.15,81.89,25.95,631.64,Synthetic data for visualization practice
M_District_18,Mizoram,2021,3240634,41.98,58.02,74.08,15.67,1058.34,Synthetic data for visualization practice
M_District_19,Mizoram,2011,2074149,79.29,20.71,56.92,12.41,473.03,Synthetic data for visualization practice
M_District_19,Mizoram,2016,2184824,58.37,41.63,72.29,21.55,687.4,Synthetic data for visualization practice
M_District_19,Mizoram,2021,2467285,53.32,46.68,65.56,17.32,939.42,Synthetic data for visualization practice
M_District_20,Mizoram,2011,2572585,59.17,40.83,74.18,26.72,4504.47,Synthetic data for visualization practice
M_District_20,Mizoram,2016,2792276,61.65,38.35,60.42,21.14,618.88,Synthetic data for visualization practice
M_District_20,Mizoram,2021,2973799,62.64,37.36,77.71,26.13,1656.13,Synthetic data for visualization practice
