District,State,Reference_Year,Food_Insecurity_Percent,Child_Stunting_Percent,Child_Wasting_Percent,Anaemia_Percent,Poverty_Percent,Nutrition_Score,Dataset_Status
M_District_15,Manipur,2019,19.75,28.12,16.6,54.72,21.44,56.95,Synthetic data for visualization practice
M_District_15,Manipur,2020,21.99,33.09,13.33,60.24,28.05,52.83,Synthetic data for visualization practice
M_District_15,Manipur,2021,25.41,38.19,17.43,58.56,36.51,46.56,Synthetic data for visualization practice
M_District_16,Manipur,2019,11.33,19.67,16.35,51.2,12.13,68.52,Synthetic data for visualization practice
M_District_16,Manipur,2020,12.0,21.3,12.99,59.65,21.03,66.91,Synthetic data for visualization practice
M_District_16,Manipur,2021,18.58,30.3,14.78,60.15,16.35,56.53,Synthetic data for visualization practice
M_District_17,Manipur,2019,22.75,34.69,18.42,53.36,20.9,50.93,Synthetic data for visualization practice
M_District_17,Manipur,2020,27.39,38.8,17.18,57.27,35.58,44.94,Synthetic data for visualization practice
M_District_17,Manipur,2021,19.82,36.74,14.45,47.4,25.72,54.33,Synthetic data for visualization practice
M_District_18,Manipur,2019,15.02,25.65,14.5,52.45,11.21,62.94,Synthetic data for visualization practice
M_District_18,Manipur,2020,20.88,34.12,8.45,53.95,22.84,55.61,Synthetic data for visualization practice
M_District_18,Manipur,2021,26.37,43.25,13.18,57.39,26.27,44.71,Synthetic data for visualization practice
M_District_19,Manipur,2019,29.88,39.83,17.88,68.32,36.07,40.57,Synthetic data for visualization practice
M_District_19,Manipur,2020,29.12,39.84,16.41,64.77,33.91,42.14,Synthetic data for visualization practice
M_District_19,Manipur,2021,23.55,33.55,18.72,65.63,31.14,48.92,Synthetic data for visualization practice
M_District_20,Manipur,2019,20.08,34.99,13.71,64.47,21.87,52.66,Synthetic data for visualization practice
M_District_20,Manipur,2020,23.26,41.83,14.69,56.68,26.66,47.57,Synthetic data for visualization practice
M_District_20,Manipur,2021,14.7,24.13,15.54,53.65,14.94,63.47,Synthetic data for visualization practice
M_District_21,Manipur,2019,20.87,28.94,15.73,59.06,21.06,55.26,Synthetic data for visualization practice
M_District_21,Manipur,2020,14.16,23.09,13.25,45.39,9.29,66.34,Synthetic data for visualization practice
M_District_21,Manipur,2021,21.01,26.96,15.59,53.59,31.79,57.0,Synthetic data for visualization practice
M_District_22,Manipur,2019,17.54,27.5,12.95,57.41,30.02,59.72,Synthetic data for visualization practice
M_District_22,Manipur,2020,29.78,37.77,11.38,63.31,35.41,44.38,Synthetic data for visualization practice
M_District_22,Manipur,2021,30.85,40.82,14.74,59.43,36.63,41.57,Synthetic data for visualization practice
M_District_23,Manipur,2019,9.21,30.84,11.23,42.08,10.29,67.53,Synthetic data for visualization practice
M_District_23,Manipur,2020,25.38,34.43,13.48,68.73,30.9,48.13,Synthetic data for visualization practice
M_District_23,Manipur,2021,22.21,37.79,14.25,53.87,20.03,50.98,Synthetic data for visualization practice
M_District_24,Manipur,2019,19.26,34.79,14.51,49.35,32.53,55.44,Synthetic data for visualization practice
M_District_24,Manipur,2020,16.22,29.06,12.06,50.04,24.13,61.37,Synthetic data for visualization practice
M_District_24,Manipur,2021,15.94,37.06,15.22,61.33,21.79,54.95,Synthetic data for visualization practice
M_District_25,Manipur,2019,22.09,31.84,15.08,59.96,17.84,52.89,Synthetic data for visualization practice
M_District_25,Manipur,2020,16.3,33.3,17.25,57.04,13.02,56.59,Synthetic data for visualization practice
M_District_25,Manipur,2021,23.6,31.53,21.17,49.71,30.78,51.55,Synthetic data for visualization practice
M_District_26,Manipur,2019,26.35,37.25,19.08,49.15,26.31,47.2,Synthetic data for visualization practice
M_District_26,Manipur,2020,11.75,31.58,9.07,43.25,18.86,65.6,Synthetic data for visualization practice
M_District_26,Manipur,2021,24.46,34.82,17.54,60.59,25.95,48.67,Synthetic data for visualization practice
M_District_27,Manipur,2019,17.52,34.09,16.61,54.95,16.04,55.72,Synthetic data for visualization practice
M_District_27,Manipur,2020,17.61,31.68,13.2,51.97,15.52,58.32,Synthetic data for visualization practice
M_District_27,Manipur,2021,20.04,27.35,12.53,53.39,18.87,58.52,Synthetic data for visualization practice
M_District_28,Manipur,2019,19.46,38.11,18.24,48.78,31.61,52.59,Synthetic data for visualization practice
M_District_28,Manipur,2020,10.4,32.21,16.58,44.41,6.58,63.94,Synthetic data for visualization practice
M_District_28,Manipur,2021,20.39,31.74,14.05,61.01,36.49,54.45,Synthetic data for visualization practice
M_District_29,Manipur,2019,20.57,36.77,16.42,47.02,32.05,53.18,Synthetic data for visualization practice
M_District_29,Manipur,2020,16.11,30.14,10.81,51.43,10.9,61.09,Synthetic data for visualization practice
M_District_29,Manipur,2021,22.1,27.95,20.24,61.39,27.92,53.06,Synthetic data for visualization practice
M_District_30,Manipur,2019,20.5,28.76,15.93,48.67,22.59,57.14,Synthetic data for visualization practice
M_District_30,Manipur,2020,16.78,26.76,18.31,53.21,24.16,59.72,Synthetic data for visualization practice
M_District_30,Manipur,2021,15.32,28.04,14.98,52.93,26.11,61.28,Synthetic data for visualization practice
M_District_01,Meghalaya,2019,21.24,38.82,13.67,44.6,23.9,52.8,Synthetic data for visualization practice
M_District_01,Meghalaya,2020,12.22,31.67,6.26,47.7,15.47,65.36,Synthetic data for visualization practice
M_District_01,Meghalaya,2021,24.86,39.26,12.11,50.15,32.43,49.33,Synthetic data for visualization practice
M_District_02,Meghalaya,2019,21.99,29.62,15.75,50.56,26.69,55.29,Synthetic data for visualization practice
M_District_02,Meghalaya,2020,34.04,42.66,16.92,51.46,34.29,38.64,Synthetic data for visualization practice
M_District_02,Meghalaya,2021,19.47,28.59,13.94,57.93,14.19,57.26,Synthetic data for visualization practice
M_District_03,Meghalaya,2019,19.53,33.03,13.31,51.82,24.98,56.1,Synthetic data for visualization practice
M_District_03,Meghalaya,2020,23.65,43.53,17.01,63.13,29.26,44.74,Synthetic data for visualization practice
M_District_03,Meghalaya,2021,18.96,29.54,15.73,57.77,18.88,56.68,Synthetic data for visualization practice
M_District_04,Meghalaya,2019,24.77,41.33,19.14,61.92,19.17,44.49,Synthetic data for visualization practice
M_District_04,Meghalaya,2020,19.89,38.42,12.49,52.1,31.27,53.32,Synthetic data for visualization practice
M_District_04,Meghalaya,2021,23.27,30.18,14.54,57.61,22.85,53.29,Synthetic data for visualization practice
M_District_05,Meghalaya,2019,32.54,41.57,16.3,56.67,27.7,39.79,Synthetic data for visualization practice
M_District_05,Meghalaya,2020,14.87,32.05,14.85,49.35,19.44,60.22,Synthetic data for visualization practice
M_District_05,Meghalaya,2021,24.38,34.93,17.69,62.31,35.61,48.38,Synthetic data for visualization practice
M_District_06,Meghalaya,2019,24.63,32.89,18.45,62.53,26.33,48.93,Synthetic data for visualization practice
M_District_06,Meghalaya,2020,20.65,29.73,17.22,42.17,33.92,57.13,Synthetic data for visualization practice
M_District_06,Meghalaya,2021,24.9,33.39,15.15,52.82,26.77,50.91,Synthetic data for visualization practice
M_District_07,Meghalaya,2019,15.06,27.33,13.09,50.37,18.37,62.81,Synthetic data for visualization practice
M_District_07,Meghalaya,2020,25.03,37.15,14.82,55.32,34.94,48.66,Synthetic data for visualization practice
M_District_07,Meghalaya,2021,7.73,21.42,12.39,52.4,9.89,71.53,Synthetic data for visualization practice
M_District_08,Meghalaya,2019,14.64,29.0,16.35,49.28,21.35,61.49,Synthetic data for visualization practice
M_District_08,Meghalaya,2020,25.04,37.6,14.36,59.07,24.86,48.0,Synthetic data for visualization practice
M_District_08,Meghalaya,2021,18.93,34.48,11.32,55.18,19.4,55.94,Synthetic data for visualization practice
M_District_09,Meghalaya,2019,22.45,36.26,14.85,61.26,23.56,50.27,Synthetic data for visualization practice
M_District_09,Meghalaya,2020,10.54,15.01,12.46,44.74,13.63,73.61,Synthetic data for visualization practice
M_District_09,Meghalaya,2021,13.48,26.82,14.54,45.61,22.53,64.6,Synthetic data for visualization practice
M_District_10,Meghalaya,2019,16.36,33.38,16.47,53.1,17.2,57.31,Synthetic data for visualization practice
M_District_10,Meghalaya,2020,14.1,32.3,10.97,50.27,15.4,61.74,Synthetic data for visualization practice
M_District_10,Meghalaya,2021,16.81,27.21,9.57,55.53,18.4,61.75,Synthetic data for visualization practice
M_District_11,Meghalaya,2019,12.81,33.38,14.69,48.24,8.55,61.42,Synthetic data for visualization practice
M_District_11,Meghalaya,2020,15.21,31.36,14.04,50.99,14.49,60.29,Synthetic data for visualization practice
M_District_11,Meghalaya,2021,15.7,32.52,14.43,52.76,13.51,58.94,Synthetic data for visualization practice
M_District_12,Meghalaya,2019,19.08,29.56,17.54,60.57,14.98,55.61,Synthetic data for visualization practice
M_District_12,Meghalaya,2020,21.5,35.7,13.18,54.1,17.3,52.88,Synthetic data for visualization practice
M_District_12,Meghalaya,2021,24.77,31.39,15.84,59.12,27.28,50.87,Synthetic data for visualization practice
M_District_13,Meghalaya,2019,30.53,38.54,20.61,60.02,41.5,41.12,Synthetic data for visualization practice
M_District_13,Meghalaya,2020,19.62,30.98,17.53,62.61,32.05,54.16,Synthetic data for visualization practice
M_District_13,Meghalaya,2021,15.1,32.58,12.22,50.47,19.58,60.39,Synthetic data for visualization practice
M_District_14,Meghalaya,2019,11.26,22.99,12.84,40.0,18.46,69.65,Synthetic data for visualization practice
M_District_14,Meghalaya,2020,13.93,36.22,18.9,45.76,20.19,58.21,Synthetic data for visualization practice
M_District_14,Meghalaya,2021,17.36,30.31,18.85,50.95,24.07,57.66,Synthetic data for visualization practice
M_District_15,Meghalaya,2019,17.24,18.43,13.2,52.98,12.37,65.09,Synthetic data for visualization practice
M_District_15,Meghalaya,2020,17.48,36.42,10.84,63.83,14.34,54.98,Synthetic data for visualization practice
M_District_15,Meghalaya,2021,15.82,31.3,12.69,50.23,9.0,60.35,Synthetic data for visualization practice
M_District_16,Meghalaya,2019,18.52,31.25,12.7,47.96,25.97,58.55,Synthetic data for visualization practice
M_District_16,Meghalaya,2020,13.88,27.96,14.55,51.63,18.79,62.81,Synthetic data for visualization practice
M_District_16,Meghalaya,2021,21.45,35.67,15.38,60.02,38.33,51.39,Synthetic data for visualization practice
M_District_17,Meghalaya,2019,19.99,30.02,16.53,45.6,22.68,57.19,Synthetic data for visualization practice
M_District_17,Meghalaya,2020,23.03,32.72,15.18,56.18,29.28,52.23,Synthetic data for visualization practice
M_District_17,Meghalaya,2021,34.81,46.02,17.29,67.77,32.92,33.79,Synthetic data for visualization practice
M_District_18,Meghalaya,2019,10.9,27.74,14.74,41.02,13.96,66.84,Synthetic data for visualization practice
M_District_18,Meghalaya,2020,17.18,31.62,17.84,46.11,15.39,58.18,Synthetic data for visualization practice
M_District_18,Meghalaya,2021,22.68,26.36,15.52,51.07,36.9,56.36,Synthetic data for visualization practice
M_District_19,Meghalaya,2019,17.48,28.25,15.45,51.78,20.13,59.49,Synthetic data for visualization practice
M_District_19,Meghalaya,2020,22.06,30.27,11.3,55.48,28.37,55.5,Synthetic data for visualization practice
M_District_19,Meghalaya,2021,9.42,29.29,7.91,55.18,11.76,67.17,Synthetic data for visualization practice
M_District_20,Meghalaya,2019,16.71,34.25,14.17,49.43,23.29,57.85,Synthetic data for visualization practice
M_District_20,Meghalaya,2020,15.7,24.09,11.12,53.95,25.0,63.96,Synthetic data for visualization practice
M_District_20,Meghalaya,2021,23.12,31.03,17.22,56.46,23.58,52.36,Synthetic data for visualization practice
M_District_21,Meghalaya,2019,20.1,30.54,15.13,54.42,24.17,55.95,Synthetic data for visualization practice
M_District_21,Meghalaya,2020,16.98,26.12,14.43,49.03,20.4,61.67,Synthetic data for visualization practice
M_District_21,Meghalaya,2021,14.16,32.73,14.0,48.55,14.33,60.82,Synthetic data for visualization practice
M_District_22,Meghalaya,2019,14.63,33.24,8.97,44.44,26.95,62.32,Synthetic data for visualization practice
M_District_22,Meghalaya,2020,23.91,41.86,17.74,59.32,18.9,45.72,Synthetic data for visualization practice
M_District_22,Meghalaya,2021,12.68,26.78,11.13,51.01,9.47,65.48,Synthetic data for visualization practice
M_District_23,Meghalaya,2019,15.45,30.8,11.66,49.99,25.92,61.24,Synthetic data for visualization practice
M_District_23,Meghalaya,2020,15.73,31.31,13.4,48.92,21.97,60.4,Synthetic data for visualization practice
M_District_23,Meghalaya,2021,15.64,27.53,13.93,50.77,16.54,61.93,Synthetic data for visualization practice
M_District_24,Meghalaya,2019,27.01,35.32,17.12,54.42,34.12,47.43,Synthetic data for visualization practice
M_District_24,Meghalaya,2020,17.0,26.36,15.22,50.52,19.93,61.07,Synthetic data for visualization practice
M_District_24,Meghalaya,2021,16.57,42.95,12.49,42.43,20.5,55.16,Synthetic data for visualization practice
M_District_25,Meghalaya,2019,24.49,32.74,19.32,61.62,24.5,49.0,Synthetic data for visualization practice
M_District_25,Meghalaya,2020,16.04,31.55,16.2,54.41,17.86,58.37,Synthetic data for visualization practice
M_District_25,Meghalaya,2021,14.43,37.86,14.23,55.72,14.45,56.9,Synthetic data for visualization practice
M_District_26,Meghalaya,2019,21.74,37.55,17.23,57.45,26.21,50.04,Synthetic data for visualization practice
M_District_26,Meghalaya,2020,18.85,32.1,13.94,67.65,19.44,54.54,Synthetic data for visualization practice
M_District_26,Meghalaya,2021,17.31,28.07,14.66,66.1,13.53,57.8,Synthetic data for visualization practice
M_District_27,Meghalaya,2019,14.66,26.68,15.88,48.86,14.03,62.84,Synthetic data for visualization practice
M_District_27,Meghalaya,2020,16.03,23.59,13.44,44.58,23.68,64.66,Synthetic data for visualization practice
M_District_27,Meghalaya,2021,18.76,28.17,15.72,51.26,29.73,58.5,Synthetic data for visualization practice
M_District_28,Meghalaya,2019,26.24,35.64,16.04,62.61,40.44,46.99,Synthetic data for visualization practice
M_District_28,Meghalaya,2020,20.69,32.07,14.6,59.19,29.4,54.15,Synthetic data for visualization practice
M_District_28,Meghalaya,2021,22.94,31.58,15.71,51.11,17.98,53.47,Synthetic data for visualization practice
M_District_29,Meghalaya,2019,12.95,27.46,10.79,53.89,16.1,64.59,Synthetic data for visualization practice
M_District_29,Meghalaya,2020,13.53,27.87,15.86,51.87,16.74,62.7,Synthetic data for visualization practice
M_District_29,Meghalaya,2021,14.54,25.43,10.44,57.99,21.53,63.82,Synthetic data for visualization practice
M_District_30,Meghalaya,2019,19.84,30.66,12.9,50.47,28.05,57.36,Synthetic data for visualization practice
M_District_30,Meghalaya,2020,22.41,42.65,18.73,63.11,29.59,45.66,Synthetic data for visualization practice
M_District_30,Meghalaya,2021,22.82,36.94,14.83,64.98,31.07,49.08,Synthetic data for visualization practice
M_District_01,Mizoram,2019,19.9,39.91,11.39,64.13,22.77,51.09,Synthetic data for visualization practice
M_District_01,Mizoram,2020,13.58,26.46,9.27,54.09,19.63,65.01,Synthetic data for visualization practice
M_District_01,Mizoram,2021,15.02,34.8,12.08,50.42,13.66,59.4,Synthetic data for visualization practice
M_District_02,Mizoram,2019,24.44,38.56,15.45,54.83,17.68,48.31,Synthetic data for visualization practice
M_District_02,Mizoram,2020,18.44,30.47,15.94,49.22,20.1,57.85,Synthetic data for visualization practice
M_District_02,Mizoram,2021,15.64,25.93,15.73,52.09,13.69,61.99,Synthetic data for visualization practice
M_District_03,Mizoram,2019,14.72,32.87,13.06,60.82,23.22,58.75,Synthetic data for visualization practice
M_District_03,Mizoram,2020,20.29,25.08,13.19,49.08,29.96,59.91,Synthetic data for visualization practice
M_District_03,Mizoram,2021,26.35,40.23,15.87,58.23,35.24,45.31,Synthetic data for visualization practice
M_District_04,Mizoram,2019,24.08,31.01,20.08,56.19,29.35,50.78,Synthetic data for visualization practice
M_District_04,Mizoram,2020,8.64,29.29,12.41,48.11,18.41,67.5,Synthetic data for visualization practice
M_District_04,Mizoram,2021,15.6,29.1,15.06,55.34,18.78,60.15,Synthetic data for visualization practice
M_District_05,Mizoram,2019,24.49,33.45,16.62,51.12,32.23,51.03,Synthetic data for visualization practice
M_District_05,Mizoram,2020,17.34,27.43,9.29,52.4,27.21,61.77,Synthetic data for visualization practice
M_District_05,Mizoram,2021,26.92,39.38,22.61,61.52,36.85,42.77,Synthetic data for visualization practice
M_District_06,Mizoram,2019,16.79,28.7,12.8,57.84,17.79,59.7,Synthetic data for visualization practice
M_District_06,Mizoram,2020,18.21,28.74,13.39,56.83,29.37,58.52,Synthetic data for visualization practice
M_District_06,Mizoram,2021,31.71,37.58,16.89,65.55,30.19,40.95,Synthetic data for visualization practice
M_District_07,Mizoram,2019,16.26,20.46,14.37,51.66,19.11,64.7,Synthetic data for visualization practice
M_District_07,Mizoram,2020,22.96,29.61,15.1,46.47,28.99,55.33,Synthetic data for visualization practice
M_District_07,Mizoram,2021,15.3,29.42,16.13,42.11,11.62,61.9,Synthetic data for visualization practice
M_District_08,Mizoram,2019,18.4,34.81,16.2,61.66,15.51,53.77,Synthetic data for visualization practice
M_District_08,Mizoram,2020,19.95,28.79,12.28,58.73,16.26,57.15,Synthetic data for visualization practice
M_District_08,Mizoram,2021,13.28,29.71,16.0,50.34,8.3,62.17,Synthetic data for visualization practice
M_District_09,Mizoram,2019,19.92,30.13,16.17,54.8,27.11,55.92,Synthetic data for visualization practice
M_District_09,Mizoram,2020,18.13,38.35,13.43,51.43,20.7,54.57,Synthetic data for visualization practice
M_District_09,Mizoram,2021,13.25,31.92,15.4,51.15,11.6,61.15,Synthetic data for visualization practice
M_District_10,Mizoram,2019,26.8,40.68,20.63,58.57,29.93,43.25,Synthetic data for visualization practice
M_District_10,Mizoram,2020,17.53,34.76,18.31,59.8,15.53,54.13,Synthetic data for visualization practice
M_District_10,Mizoram,2021,30.0,39.41,14.04,63.04,38.43,42.63,Synthetic data for visualization practice
M_District_11,Mizoram,2019,21.8,35.88,15.21,60.84,26.61,50.93,Synthetic data for visualization practice
M_District_11,Mizoram,2020,10.91,32.81,17.4,52.75,6.07,61.74,Synthetic data for visualization practice
M_District_11,Mizoram,2021,27.81,37.31,18.28,60.06,36.92,44.6,Synthetic data for visualization practice
M_District_12,Mizoram,2019,12.22,30.83,13.08,48.14,15.55,63.66,Synthetic data for visualization practice
M_District_12,Mizoram,2020,16.87,34.4,11.39,46.53,15.19,58.9,Synthetic data for visualization practice
M_District_12,Mizoram,2021,17.09,33.59,18.31,61.2,25.84,54.86,Synthetic data for visualization practice
M_District_13,Mizoram,2019,20.97,36.37,20.87,43.96,21.38,52.18,Synthetic data for visualization practice
M_District_13,Mizoram,2020,18.56,30.86,17.74,53.87,16.39,56.32,Synthetic data for visualization practice
M_District_13,Mizoram,2021,17.49,29.53,13.0,54.72,20.57,59.14,Synthetic data for visualization practice
M_District_14,Mizoram,2019,26.29,40.86,13.75,50.59,31.51,46.83,Synthetic data for visualization practice
M_District_14,Mizoram,2020,29.34,43.2,15.95,63.19,24.81,40.66,Synthetic data for visualization practice
M_District_14,Mizoram,2021,19.36,38.12,14.42,54.13,29.93,53.01,Synthetic data for visualization practice
M_District_15,Mizoram,2019,20.5,26.44,15.93,45.1,28.66,58.84,Synthetic data for visualization practice
M_District_15,Mizoram,2020,20.76,35.73,17.8,58.59,18.54,51.4,Synthetic data for visualization practice
M_District_15,Mizoram,2021,25.87,37.82,15.37,63.6,37.52,46.24,Synthetic data for visualization practice
M_District_16,Mizoram,2019,24.46,41.08,17.6,57.74,34.65,45.95,Synthetic data for visualization practice
M_District_16,Mizoram,2020,22.31,35.69,15.06,52.99,26.41,51.84,Synthetic data for visualization practice
M_District_16,Mizoram,2021,13.1,32.57,10.19,49.43,20.27,62.76,Synthetic data for visualization practice
M_District_17,Mizoram,2019,15.34,30.07,14.99,52.23,24.85,60.36,Synthetic data for visualization practice
M_District_17,Mizoram,2020,20.14,24.88,17.06,52.41,28.38,58.46,Synthetic data for visualization practice
M_District_17,Mizoram,2021,10.19,32.53,9.39,60.3,6.66,63.72,Synthetic data for visualization practice
M_District_18,Mizoram,2019,15.87,30.9,13.63,44.87,22.78,61.04,Synthetic data for visualization practice
M_District_18,Mizoram,2020,28.59,35.74,19.57,69.65,41.95,42.94,Synthetic data for visualization practice
M_District_18,Mizoram,2021,19.93,33.81,10.28,59.46,30.05,55.15,Synthetic data for visualization practice
M_District_19,Mizoram,2019,17.74,33.54,13.78,61.13,19.55,55.73,Synthetic data for visualization practice
M_District_19,Mizoram,2020,25.56,31.14,20.64,54.6,30.23,49.6,Synthetic data for visualization practice
M_District_19,Mizoram,2021,33.6,42.53,20.98,48.43,37.33,38.3,Synthetic data for visualization practice
M_District_20,Mizoram,2019,24.89,30.81,15.49,45.5,27.49,53.21,Synthetic data for visualization practice
M_District_20,Mizoram,2020,13.82,34.12,16.41,48.61,22.67,59.67,Synthetic data for visualization practice
M_District_20,Mizoram,2021,19.23,33.55,11.94,57.61,23.43,55.62,Synthetic data for visualization practice
